ENSG00000119636	CCDC176	TCGA-THYM	0	3	0	0
ENSG00000213281	NRAS	TCGA-THYM	0	3.5609756098	0	0
ENSG00000140836	ZFHX3	TCGA-THYM	0	5.9512195122	0	0
ENSG00000158156	XKR8	TCGA-THYM	0	8	0	0
ENSG00000124222	STX16	TCGA-THYM	0	9	0	0
ENSG00000066294	CD84	TCGA-THYM	0	12	0	0
ENSG00000083223	ZCCHC6	TCGA-THYM	0	13	0	0
ENSG00000232388	LINC00493	TCGA-THYM	0	15	0	0
ENSG00000163517	HDAC11	TCGA-THYM	0	17	0	0
ENSG00000177202	SPACA4	TCGA-THYM	0	18	0	0
ENSG00000162004	CCDC78	TCGA-THYM	0	22	0	0
ENSG00000174628	IQCK	TCGA-THYM	0	24	0	0
ENSG00000197857	ZNF44	TCGA-THYM	0	24	0	0
ENSG00000175485	OR52W1	TCGA-THYM	0	28	0	0
ENSG00000176340	COX8A	TCGA-THYM	0	28	0	0
ENSG00000010030	ETV7	TCGA-THYM	0	29	0	0
ENSG00000075213	SEMA3A	TCGA-THYM	0	31	0	0
ENSG00000102100	SLC35A2	TCGA-THYM	0	34	0	0
ENSG00000174697	LEP	TCGA-THYM	0	34	0	0
ENSG00000102048	ASB9	TCGA-THYM	0	36	0	0
ENSG00000156427	FGF18	TCGA-THYM	0	38	0	0
ENSG00000179988	PSTK	TCGA-THYM	0	38	0	0
ENSG00000164050	PLXNB1	TCGA-THYM	0	45	0	0
ENSG00000166326	TRIM44	TCGA-THYM	0	46	0	0
ENSG00000110025	SNX15	TCGA-THYM	0	47	0	0
ENSG00000178927	C17orf62	TCGA-THYM	0	47	0	0
ENSG00000165915	SLC39A13	TCGA-THYM	0	49	0	0
ENSG00000022355	GABRA1	TCGA-THYM	0	52	0	0
ENSG00000204967	PCDHA4	TCGA-THYM	0	52	0	0
ENSG00000170967	DDI1	TCGA-THYM	0	53	0	0
ENSG00000214655	ZSWIM8	TCGA-THYM	0	53	0	0
ENSG00000136100	VPS36	TCGA-THYM	0	58	0	0
ENSG00000146909	NOM1	TCGA-THYM	0	62	0	0
ENSG00000141452	C18orf8	TCGA-THYM	0	64	0	0
ENSG00000164181	ELOVL7	TCGA-THYM	0	74	0	0
ENSG00000006327	TNFRSF12A	TCGA-THYM	0	77	0	0
ENSG00000142632	ARHGEF19	TCGA-THYM	0	77	0	0
ENSG00000176142	TMEM39A	TCGA-THYM	0	78	0	0
ENSG00000154719	MRPL39	TCGA-THYM	0	79	0	0
ENSG00000109790	KLHL5	TCGA-THYM	0	80	0	0
ENSG00000172487	OR8J1	TCGA-THYM	0	82	0	0
ENSG00000105983	LMBR1	TCGA-THYM	0	83	0	0
ENSG00000080345	RIF1	TCGA-THYM	0	85	0	0
ENSG00000171469	ZNF561	TCGA-THYM	0	86	0	0
ENSG00000088832	FKBP1A	TCGA-THYM	0	90	0	0
ENSG00000088926	F11	TCGA-THYM	0	92	0	0
ENSG00000171603	CLSTN1	TCGA-THYM	0	95	0	0
ENSG00000239521	GATS	TCGA-THYM	0	99	0	0
ENSG00000109846	CRYAB	TCGA-THYM	0	100	0	0
ENSG00000038210	PI4K2B	TCGA-THYM	0	101	0	0
ENSG00000140479	PCSK6	TCGA-THYM	0	102	0	0
ENSG00000158246	FAM46B	TCGA-THYM	0	102	0	0
ENSG00000110931	CAMKK2	TCGA-THYM	0	104	0	0
ENSG00000269964	MEI4	TCGA-THYM	0	104	0	0
ENSG00000147138	GPR174	TCGA-THYM	0	106	0	0
ENSG00000224389	C4B	TCGA-THYM	0	107	0	0
ENSG00000114124	GRK7	TCGA-THYM	0	108	0	0
ENSG00000102384	CENPI	TCGA-THYM	0	110	0	0
ENSG00000171564	FGB	TCGA-THYM	0	110	0	0
ENSG00000163012	ZSWIM2	TCGA-THYM	0	111	0	0
ENSG00000163909	HEYL	TCGA-THYM	0	113	0	0
ENSG00000040199	PHLPP2	TCGA-THYM	0	116	0	0
ENSG00000017260	ATP2C1	TCGA-THYM	0	117	0	0
ENSG00000047648	ARHGAP6	TCGA-THYM	0	117	0	0
ENSG00000116678	LEPR	TCGA-THYM	0	121	0	0
ENSG00000138771	SHROOM3	TCGA-THYM	0	122	0	0
ENSG00000112182	BACH2	TCGA-THYM	0	124	0	0
ENSG00000076944	STXBP2	TCGA-THYM	0	125	0	0
ENSG00000007080	CCDC124	TCGA-THYM	0	130	0	0
ENSG00000154957	ZNF18	TCGA-THYM	0	132	0	0
