Gene ID	Gene name	Cohort	Count
ENSG00000117713	ARID1A	TCGA-SARC	31
ENSG00000115760	BIRC6	TCGA-UCEC	31
ENSG00000115414	FN1	TCGA-LUSC	31
ENSG00000109670	FBXW7	TCGA-STAD	31
ENSG00000105656	ELL	TCGA-OV	31
ENSG00000100345	MYH9	TCGA-OV	31
ENSG00000099994	SUSD2	TCGA-LUSC	31
ENSG00000091831	ESR1	TCGA-SARC	31
ENSG00000091831	ESR1	TCGA-LUSC	31
ENSG00000085276	MECOM	TCGA-SKCM	31
ENSG00000083857	FAT1	TCGA-LUSC	31
ENSG00000073282	TP63	TCGA-UCEC	31
ENSG00000067560	RHOA	TCGA-HNSC	31
ENSG00000055609	KMT2C	TCGA-BLCA	31
ENSG00000051341	POLQ	TCGA-LUSC	31
ENSG00000046889	PREX2	TCGA-PRAD	31
ENSG00000272333	KMT2B	TCGA-SARC	30
ENSG00000221988	PPT2	TCGA-BLCA	30
ENSG00000214827	MTCP1	TCGA-COAD	30
ENSG00000198286	CARD11	TCGA-COAD	30
ENSG00000196220	SRGAP3	TCGA-SKCM	30
ENSG00000196159	FAT4	TCGA-SKCM	30
ENSG00000184634	MED12	TCGA-SARC	30
ENSG00000173821	RNF213	TCGA-LUSC	30
ENSG00000173674	EIF1AX	TCGA-UCEC	30
ENSG00000171456	ASXL1	TCGA-HNSC	30
ENSG00000167548	KMT2D	TCGA-KICH	30
ENSG00000165671	NSD1	TCGA-UCEC	30
ENSG00000163513	TGFBR2	TCGA-HNSC	30
ENSG00000163513	TGFBR2	TCGA-CESC	30
ENSG00000162775	RBM15	TCGA-HNSC	30
ENSG00000153201	RANBP2	TCGA-PCPG	30
ENSG00000141646	SMAD4	TCGA-PRAD	30
ENSG00000140836	ZFHX3	TCGA-PRAD	30
ENSG00000139687	RB1	TCGA-BLCA	30
ENSG00000138814	PPP3CA	TCGA-STAD	30
ENSG00000138413	IDH1	TCGA-PRAD	30
ENSG00000135333	EPHA7	TCGA-OV	30
ENSG00000123572	NRK	TCGA-LUSC	30
ENSG00000121989	ACVR2A	TCGA-LIHC	30
ENSG00000117713	ARID1A	TCGA-OV	30
ENSG00000108375	RNF43	TCGA-PRAD	30
ENSG00000096384	HSP90AB1	TCGA-SKCM	30
ENSG00000085224	ATRX	TCGA-OV	30
ENSG00000078328	RBFOX1	TCGA-PRAD	30
ENSG00000051382	PIK3CB	TCGA-PRAD	30
ENSG00000039068	CDH1	TCGA-BLCA	30
ENSG00000037280	FLT4	TCGA-BLCA	30
ENSG00000005339	CREBBP	TCGA-HNSC	30
ENSG00000213281	NRAS	TCGA-LUSC	29
ENSG00000213281	NRAS	TCGA-COAD	29
ENSG00000204007	GLT6D1	TCGA-SARC	29
ENSG00000196712	NF1	TCGA-BLCA	29
ENSG00000186716	BCR	TCGA-LUSC	29
ENSG00000184384	MAML2	TCGA-LUSC	29
ENSG00000172915	NBEA	TCGA-COAD	29
ENSG00000171862	PTEN	TCGA-SKCM	29
ENSG00000164330	EBF1	TCGA-LUSC	29
ENSG00000163513	TGFBR2	TCGA-COAD	29
ENSG00000157388	CACNA1D	TCGA-OV	29
ENSG00000147889	CDKN2A	TCGA-SARC	29
ENSG00000147050	KDM6A	TCGA-BLCA	29
ENSG00000133703	KRAS	TCGA-STAD	29
ENSG00000121879	PIK3CA	TCGA-STAD	29
ENSG00000121879	PIK3CA	TCGA-HNSC	29
ENSG00000121879	PIK3CA	TCGA-CESC	29
ENSG00000117713	ARID1A	TCGA-LUSC	29
ENSG00000095015	MAP3K1	TCGA-CESC	29
ENSG00000085276	MECOM	TCGA-BLCA	29
ENSG00000083799	CYLD	TCGA-HNSC	29
ENSG00000082898	XPO1	TCGA-PRAD	29
ENSG00000065361	ERBB3	TCGA-COAD	29
ENSG00000005073	HOXA11	TCGA-UCEC	29
ENSG00000270647	TAF15	TCGA-BLCA	28
ENSG00000204963	PCDHA7	TCGA-SARC	28
ENSG00000196914	ARHGEF12	TCGA-STAD	28
ENSG00000184634	MED12	TCGA-GBM	28
ENSG00000182872	RBM10	TCGA-BLCA	28
ENSG00000173757	STAT5B	TCGA-OV	28
ENSG00000169564	PCBP1	TCGA-COAD	28
ENSG00000167258	CDK12	TCGA-CESC	28
ENSG00000166501	PRKCB	TCGA-LUSC	28
ENSG00000165238	WNK2	TCGA-COAD	28
ENSG00000164754	RAD21	TCGA-LUSC	28
ENSG00000163939	PBRM1	TCGA-UCEC	28
ENSG00000163930	BAP1	TCGA-SKCM	28
ENSG00000148400	NOTCH1	TCGA-OV	28
ENSG00000147724	FAM135B	TCGA-HNSC	28
ENSG00000147145	LPAR4	TCGA-HNSC	28
ENSG00000147050	KDM6A	TCGA-STAD	28
ENSG00000142798	HSPG2	TCGA-BLCA	28
ENSG00000140836	ZFHX3	TCGA-UCEC	28
ENSG00000134323	MYCN	TCGA-UCEC	28
ENSG00000133818	RRAS2	TCGA-UCEC	28
ENSG00000133124	IRS4	TCGA-BLCA	28
ENSG00000129993	CBFA2T3	TCGA-CESC	28
ENSG00000126012	KDM5C	TCGA-HNSC	28
ENSG00000121989	ACVR2A	TCGA-STAD	28
ENSG00000117713	ARID1A	TCGA-UCEC	28
ENSG00000115760	BIRC6	TCGA-BLCA	28
ENSG00000109670	FBXW7	TCGA-HNSC	28
ENSG00000104517	UBR5	TCGA-KICH	28
ENSG00000102038	SMARCA1	TCGA-PRAD	28
ENSG00000101972	STAG2	TCGA-LUSC	28
ENSG00000100453	GZMB	TCGA-UCEC	28
ENSG00000081237	PTPRC	TCGA-COAD	28
ENSG00000055609	KMT2C	TCGA-STAD	28
ENSG00000051341	POLQ	TCGA-UCEC	28
ENSG00000183454	GRIN2A	TCGA-COAD	27
ENSG00000183337	BCOR	TCGA-UCEC	27
ENSG00000183337	BCOR	TCGA-STAD	27
ENSG00000180611	MB21D2	TCGA-LUSC	27
ENSG00000170759	KIF5B	TCGA-HNSC	27
ENSG00000168702	LRP1B	TCGA-SARC	27
ENSG00000167258	CDK12	TCGA-STAD	27
ENSG00000165323	FAT3	TCGA-LUSC	27
ENSG00000164985	PSIP1	TCGA-BLCA	27
ENSG00000157764	BRAF	TCGA-UCEC	27
ENSG00000156052	GNAQ	TCGA-SKCM	27
ENSG00000151332	MBIP	TCGA-SARC	27
ENSG00000148400	NOTCH1	TCGA-CESC	27
ENSG00000143322	ABL2	TCGA-UCEC	27
ENSG00000141736	ERBB2	TCGA-COAD	27
ENSG00000141510	TP53	TCGA-SARC	27
ENSG00000141279	NPEPPS	TCGA-LUSC	27
ENSG00000139687	RB1	TCGA-STAD	27
ENSG00000138413	IDH1	TCGA-SKCM	27
ENSG00000138336	TET1	TCGA-GBM	27
ENSG00000124693	HIST1H3B	TCGA-BLCA	27
ENSG00000118058	KMT2A	TCGA-BLCA	27
ENSG00000117713	ARID1A	TCGA-BLCA	27
ENSG00000116044	NFE2L2	TCGA-CESC	27
ENSG00000110619	CARS	TCGA-STAD	27
ENSG00000109670	FBXW7	TCGA-LUSC	27
ENSG00000108375	RNF43	TCGA-UCEC	27
ENSG00000108375	RNF43	TCGA-STAD	27
ENSG00000108091	CCDC6	TCGA-COAD	27
ENSG00000105656	ELL	TCGA-HNSC	27
ENSG00000095015	MAP3K1	TCGA-COAD	27
ENSG00000083857	FAT1	TCGA-BLCA	27
ENSG00000044524	EPHA3	TCGA-PRAD	27
ENSG00000206503	HLA-A	TCGA-LUSC	26
ENSG00000198354	DCAF12L2	TCGA-GBM	26
ENSG00000197150	ABCB8	TCGA-SARC	26
ENSG00000196712	NF1	TCGA-COAD	26
ENSG00000196367	TRRAP	TCGA-BLCA	26
ENSG00000196159	FAT4	TCGA-STAD	26
ENSG00000196090	PTPRT	TCGA-OV	26
ENSG00000186575	NF2	TCGA-CESC	26
ENSG00000179583	CIITA	TCGA-HNSC	26
ENSG00000171862	PTEN	TCGA-SARC	26
ENSG00000169083	AR	TCGA-PRAD	26
ENSG00000165671	NSD1	TCGA-LUSC	26
ENSG00000165671	NSD1	TCGA-CESC	26
ENSG00000156650	KAT6B	TCGA-PRAD	26
ENSG00000149311	ATM	TCGA-PRAD	26
ENSG00000147889	CDKN2A	TCGA-STAD	26
ENSG00000141510	TP53	TCGA-LUSC	26
ENSG00000140937	CDH11	TCGA-STAD	26
ENSG00000139687	RB1	TCGA-PRAD	26
ENSG00000133895	MEN1	TCGA-ACC	26
ENSG00000125285	SOX21	TCGA-PRAD	26
ENSG00000118058	KMT2A	TCGA-SKCM	26
ENSG00000111642	CHD4	TCGA-BLCA	26
ENSG00000111276	CDKN1B	TCGA-LIHC	26
ENSG00000109670	FBXW7	TCGA-UCEC	26
ENSG00000104408	EIF3E	TCGA-CESC	26
ENSG00000101115	SALL4	TCGA-LUSC	26
ENSG00000100815	TRIP11	TCGA-BLCA	26
ENSG00000100697	DICER1	TCGA-UCEC	26
ENSG00000099949	LZTR1	TCGA-UCEC	26
ENSG00000076984	MAP2K7	TCGA-STAD	26
ENSG00000073282	TP63	TCGA-BLCA	26
ENSG00000067560	RHOA	TCGA-BLCA	26
ENSG00000065526	SPEN	TCGA-CESC	26
ENSG00000064012	CASP8	TCGA-HNSC	26
ENSG00000055609	KMT2C	TCGA-COAD	26
ENSG00000197013	ZNF429	TCGA-PRAD	25
ENSG00000196159	FAT4	TCGA-HNSC	25
ENSG00000189079	ARID2	TCGA-SKCM	25
ENSG00000189079	ARID2	TCGA-BLCA	25
ENSG00000184634	MED12	TCGA-PRAD	25
ENSG00000183454	GRIN2A	TCGA-BLCA	25
ENSG00000174775	HRAS	TCGA-LUSC	25
ENSG00000171862	PTEN	TCGA-OV	25
ENSG00000171862	PTEN	TCGA-LUSC	25
ENSG00000168702	LRP1B	TCGA-LUSC	25
ENSG00000167548	KMT2D	TCGA-BLCA	25
ENSG00000164935	DCSTAMP	TCGA-STAD	25
ENSG00000164736	SOX17	TCGA-UCEC	25
ENSG00000157764	BRAF	TCGA-LUSC	25
ENSG00000148400	NOTCH1	TCGA-HNSC	25
ENSG00000147889	CDKN2A	TCGA-GBM	25
ENSG00000146360	GPR6	TCGA-LUSC	25
ENSG00000145715	RASA1	TCGA-LUSC	25
ENSG00000142208	AKT1	TCGA-SARC	25
ENSG00000141736	ERBB2	TCGA-STAD	25
ENSG00000139618	BRCA2	TCGA-BLCA	25
ENSG00000134250	NOTCH2	TCGA-HNSC	25
ENSG00000118058	KMT2A	TCGA-PRAD	25
ENSG00000116128	BCL9	TCGA-COAD	25
ENSG00000115524	SF3B1	TCGA-SKCM	25
ENSG00000109670	FBXW7	TCGA-COAD	25
ENSG00000087460	GNAS	TCGA-LIHC	25
ENSG00000077782	FGFR1	TCGA-PRAD	25
ENSG00000067560	RHOA	TCGA-PRAD	25
ENSG00000065361	ERBB3	TCGA-BLCA	25
ENSG00000055609	KMT2C	TCGA-PRAD	25
ENSG00000049618	ARID1B	TCGA-BLCA	25
ENSG00000005339	CREBBP	TCGA-LUSC	25
ENSG00000257923	CUX1	TCGA-SKCM	24
ENSG00000251258	RFPL4B	TCGA-LIHC	24
ENSG00000213281	NRAS	TCGA-LIHC	24
ENSG00000198053	SIRPA	TCGA-COAD	24
ENSG00000196998	WDR45	TCGA-BLCA	24
ENSG00000182054	IDH2	TCGA-BLCA	24
ENSG00000181555	SETD2	TCGA-SKCM	24
ENSG00000181555	SETD2	TCGA-PRAD	24
ENSG00000172943	PHF8	TCGA-SKCM	24
ENSG00000172915	NBEA	TCGA-SKCM	24
ENSG00000171862	PTEN	TCGA-BLCA	24
ENSG00000166164	BRD7	TCGA-SKCM	24
ENSG00000149311	ATM	TCGA-LIHC	24
ENSG00000147140	NONO	TCGA-SKCM	24
ENSG00000145012	LPP	TCGA-HNSC	24
ENSG00000142798	HSPG2	TCGA-SARC	24
ENSG00000139687	RB1	TCGA-LUSC	24
ENSG00000136238	RAC1	TCGA-HNSC	24
ENSG00000134352	IL6ST	TCGA-LIHC	24
ENSG00000134250	NOTCH2	TCGA-BLCA	24
ENSG00000131023	LATS1	TCGA-CESC	24
ENSG00000124486	USP9X	TCGA-HNSC	24
ENSG00000118046	STK11	TCGA-CESC	24
ENSG00000117713	ARID1A	TCGA-PRAD	24
ENSG00000117020	AKT3	TCGA-PRAD	24
ENSG00000111642	CHD4	TCGA-UCEC	24
ENSG00000107779	BMPR1A	TCGA-STAD	24
ENSG00000102554	KLF5	TCGA-BLCA	24
ENSG00000100030	MAPK1	TCGA-CESC	24
ENSG00000064012	CASP8	TCGA-BLCA	24
ENSG00000234745	HLA-B	TCGA-HNSC	23
ENSG00000196091	MYBPC1	TCGA-HNSC	23
ENSG00000189079	ARID2	TCGA-LIHC	23
ENSG00000185442	FAM174B	TCGA-PRAD	23
ENSG00000182054	IDH2	TCGA-SARC	23
ENSG00000171862	PTEN	TCGA-KICH	23
ENSG00000168214	RBPJ	TCGA-SARC	23
ENSG00000168036	CTNNB1	TCGA-UCEC	23
ENSG00000168036	CTNNB1	TCGA-COAD	23
ENSG00000167548	KMT2D	TCGA-LIHC	23
ENSG00000165699	TSC1	TCGA-BLCA	23
ENSG00000163930	BAP1	TCGA-CESC	23
ENSG00000159184	HOXB13	TCGA-SARC	23
ENSG00000153487	ING1	TCGA-UCEC	23
ENSG00000148400	NOTCH1	TCGA-LUSC	23
ENSG00000147050	KDM6A	TCGA-LUSC	23
ENSG00000146232	NFKBIE	TCGA-SKCM	23
ENSG00000143839	REN	TCGA-UCEC	23
ENSG00000141646	SMAD4	TCGA-COAD	23
ENSG00000141510	TP53	TCGA-BLCA	23
ENSG00000141367	CLTC	TCGA-LIHC	23
ENSG00000140937	CDH11	TCGA-LUSC	23
ENSG00000139687	RB1	TCGA-HNSC	23
ENSG00000133703	KRAS	TCGA-PRAD	23
ENSG00000121879	PIK3CA	TCGA-PRAD	23
ENSG00000119772	DNMT3A	TCGA-PRAD	23
ENSG00000116044	NFE2L2	TCGA-BLCA	23
ENSG00000110719	TCIRG1	TCGA-SKCM	23
ENSG00000106809	OGN	TCGA-CESC	23
ENSG00000104695	PPP2CB	TCGA-SARC	23
ENSG00000100852	ARHGAP5	TCGA-BLCA	23
ENSG00000096088	PGC	TCGA-PRAD	23
ENSG00000088451	TGDS	TCGA-LIHC	23
ENSG00000088298	EDEM2	TCGA-PRAD	23
ENSG00000085832	EPS15	TCGA-PRAD	23
ENSG00000077782	FGFR1	TCGA-OV	23
ENSG00000074964	ARHGEF10L	TCGA-STAD	23
ENSG00000069667	RORA	TCGA-LIHC	23
ENSG00000065361	ERBB3	TCGA-UCEC	23
ENSG00000065361	ERBB3	TCGA-PRAD	23
ENSG00000065361	ERBB3	TCGA-CESC	23
ENSG00000049618	ARID1B	TCGA-LUSC	23
ENSG00000049167	ERCC8	TCGA-SARC	23
ENSG00000040731	CDH10	TCGA-LUSC	23
ENSG00000036257	CUL3	TCGA-PRAD	23
ENSG00000275152	CCL16	TCGA-SARC	22
ENSG00000215301	DDX3X	TCGA-SKCM	22
ENSG00000204913	LRRC3C	TCGA-SARC	22
ENSG00000198793	MTOR	TCGA-KICH	22
ENSG00000196498	NCOR2	TCGA-LIHC	22
ENSG00000173338	KCNK7	TCGA-SARC	22
ENSG00000171862	PTEN	TCGA-STAD	22
ENSG00000171345	KRT19	TCGA-HNSC	22
ENSG00000167548	KMT2D	TCGA-LUSC	22
ENSG00000164291	ARSK	TCGA-THCA	22
ENSG00000153707	PTPRD	TCGA-SKCM	22
ENSG00000149534	MS4A2	TCGA-PRAD	22
ENSG00000144554	FANCD2	TCGA-SKCM	22
ENSG00000143183	TMCO1	TCGA-HNSC	22
ENSG00000141510	TP53	TCGA-CESC	22
ENSG00000133703	KRAS	TCGA-LIHC	22
ENSG00000131941	RHPN2	TCGA-LUSC	22
ENSG00000130023	ERMARD	TCGA-SARC	22
ENSG00000128513	POT1	TCGA-SKCM	22
ENSG00000125945	ZNF436	TCGA-PRAD	22
ENSG00000125798	FOXA2	TCGA-UCEC	22
ENSG00000123144	C19orf43	TCGA-SARC	22
ENSG00000121879	PIK3CA	TCGA-BLCA	22
ENSG00000113593	PPWD1	TCGA-PCPG	22
ENSG00000112531	QKI	TCGA-SKCM	22
ENSG00000105671	DDX49	TCGA-LUSC	22
ENSG00000103351	CLUAP1	TCGA-SKCM	22
ENSG00000101972	STAG2	TCGA-BLCA	22
ENSG00000100461	RBM23	TCGA-HNSC	22
ENSG00000100030	MAPK1	TCGA-HNSC	22
ENSG00000092853	CLSPN	TCGA-SARC	22
ENSG00000083857	FAT1	TCGA-STAD	22
ENSG00000075790	BCAP29	TCGA-MESO	22
ENSG00000073282	TP63	TCGA-HNSC	22
ENSG00000069329	VPS35	TCGA-SARC	22
ENSG00000068078	FGFR3	TCGA-HNSC	22
ENSG00000057657	PRDM1	TCGA-PRAD	22
ENSG00000046889	PREX2	TCGA-SKCM	22
ENSG00000036257	CUL3	TCGA-LUSC	22
ENSG00000253251	CTC-534A2.2	TCGA-SARC	21
ENSG00000221888	OR1C1	TCGA-LUSC	21
ENSG00000204618	RNF39	TCGA-SKCM	21
ENSG00000204209	DAXX	TCGA-ACC	21
ENSG00000197408	CYP2B6	TCGA-SKCM	21
ENSG00000196367	TRRAP	TCGA-SKCM	21
ENSG00000196159	FAT4	TCGA-GBM	21
ENSG00000186575	NF2	TCGA-LIHC	21
ENSG00000186350	RXRA	TCGA-BLCA	21
ENSG00000182557	SPNS3	TCGA-SARC	21
ENSG00000180644	PRF1	TCGA-STAD	21
ENSG00000178913	TAF7	TCGA-SKCM	21
ENSG00000170162	VGLL2	TCGA-CESC	21
ENSG00000168702	LRP1B	TCGA-COAD	21
ENSG00000168036	CTNNB1	TCGA-PRAD	21
ENSG00000164506	STXBP5	TCGA-OV	21
ENSG00000163631	ALB	TCGA-LIHC	21
ENSG00000160145	KALRN	TCGA-SARC	21
ENSG00000149781	FERMT3	TCGA-UCEC	21
ENSG00000147050	KDM6A	TCGA-HNSC	21
ENSG00000141510	TP53	TCGA-STAD	21
ENSG00000141506	PIK3R5	TCGA-PRAD	21
ENSG00000139687	RB1	TCGA-SKCM	21
ENSG00000139687	RB1	TCGA-LIHC	21
ENSG00000139618	BRCA2	TCGA-HNSC	21
ENSG00000134853	PDGFRA	TCGA-LUSC	21
ENSG00000130779	CLIP1	TCGA-CESC	21
ENSG00000129514	FOXA1	TCGA-PRAD	21
ENSG00000127616	SMARCA4	TCGA-HNSC	21
ENSG00000127507	EMR2	TCGA-LGG	21
ENSG00000124762	CDKN1A	TCGA-KICH	21
ENSG00000118058	KMT2A	TCGA-ACC	21
ENSG00000116731	PRDM2	TCGA-LIHC	21
ENSG00000110711	AIP	TCGA-SARC	21
ENSG00000107147	KCNT1	TCGA-LIHC	21
ENSG00000106638	TBL2	TCGA-LIHC	21
ENSG00000103197	TSC2	TCGA-KICH	21
ENSG00000100393	EP300	TCGA-CESC	21
ENSG00000083223	ZCCHC6	TCGA-LIHC	21
ENSG00000068078	FGFR3	TCGA-BLCA	21
ENSG00000065361	ERBB3	TCGA-STAD	21
ENSG00000011590	ZBTB32	TCGA-SARC	21
ENSG00000258436	RNASE12	TCGA-LUSC	20
ENSG00000243543	WFDC6	TCGA-UCS	20
ENSG00000213995	CARKD	TCGA-LIHC	20
ENSG00000205856	C22orf42	TCGA-HNSC	20
ENSG00000198258	UBL5	TCGA-LGG	20
ENSG00000197646	PDCD1LG2	TCGA-SKCM	20
ENSG00000196712	NF1	TCGA-HNSC	20
ENSG00000188375	H3F3C	TCGA-THCA	20
ENSG00000185650	ZFP36L1	TCGA-BLCA	20
ENSG00000183770	FOXL2	TCGA-OV	20
ENSG00000183161	FANCF	TCGA-BLCA	20
ENSG00000182732	RGS6	TCGA-SARC	20
ENSG00000181481	RNF135	TCGA-LIHC	20
ENSG00000179295	PTPN11	TCGA-GBM	20
ENSG00000177084	POLE	TCGA-UCEC	20
ENSG00000174992	ZG16	TCGA-PRAD	20
ENSG00000172765	TMCC1	TCGA-SKCM	20
ENSG00000168685	IL7R	TCGA-LIHC	20
ENSG00000168014	C2CD3	TCGA-SARC	20
ENSG00000167775	CD320	TCGA-LIHC	20
ENSG00000167258	CDK12	TCGA-PRAD	20
ENSG00000163939	PBRM1	TCGA-SKCM	20
ENSG00000163788	SNRK	TCGA-LUSC	20
ENSG00000163435	ELF3	TCGA-BLCA	20
ENSG00000153707	PTPRD	TCGA-PRAD	20
ENSG00000152154	TMEM178A	TCGA-STAD	20
ENSG00000147889	CDKN2A	TCGA-SKCM	20
ENSG00000143314	MRPL24	TCGA-SKCM	20
ENSG00000141542	RAB40B	TCGA-SARC	20
ENSG00000139687	RB1	TCGA-ACC	20
ENSG00000139618	BRCA2	TCGA-OV	20
ENSG00000124713	GNMT	TCGA-SARC	20
ENSG00000122728	TAF1L	TCGA-SARC	20
ENSG00000119414	PPP6C	TCGA-SKCM	20
ENSG00000113722	CDX1	TCGA-LIHC	20
ENSG00000112118	MCM3	TCGA-THCA	20
ENSG00000111642	CHD4	TCGA-KICH	20
ENSG00000109814	UGDH	TCGA-SKCM	20
ENSG00000100503	NIN	TCGA-STAD	20
ENSG00000092529	CAPN3	TCGA-HNSC	20
ENSG00000091831	ESR1	TCGA-UCEC	20
ENSG00000083857	FAT1	TCGA-PRAD	20
ENSG00000083857	FAT1	TCGA-HNSC	20
ENSG00000071537	SEL1L	TCGA-READ	20
ENSG00000068400	GRIPAP1	TCGA-HNSC	20
ENSG00000068078	FGFR3	TCGA-LUSC	20
ENSG00000049618	ARID1B	TCGA-COAD	20
ENSG00000041982	TNC	TCGA-LUSC	20
ENSG00000039068	CDH1	TCGA-STAD	20
ENSG00000024422	EHD2	TCGA-PRAD	20
ENSG00000278685	IQCA1L	TCGA-SARC	19
ENSG00000274749	KRTAP7-1	TCGA-STAD	19
ENSG00000241794	SPRR2A	TCGA-LIHC	19
ENSG00000234965	SHISA8	TCGA-SARC	19
ENSG00000213918	DNASE1	TCGA-THCA	19
ENSG00000213390	ARHGAP19	TCGA-SARC	19
ENSG00000213218	CSH2	TCGA-ESCA	19
ENSG00000206503	HLA-A	TCGA-BLCA	19
ENSG00000197045	GMFB	TCGA-STAD	19
ENSG00000186575	NF2	TCGA-HNSC	19
ENSG00000185947	ZNF267	TCGA-LIHC	19
ENSG00000185681	MORN5	TCGA-LIHC	19
ENSG00000182132	KCNIP1	TCGA-SKCM	19
ENSG00000174327	SLC16A13	TCGA-LUSC	19
ENSG00000173020	ADRBK1	TCGA-CESC	19
ENSG00000171843	MLLT3	TCGA-SKCM	19
ENSG00000171735	CAMTA1	TCGA-LIHC	19
ENSG00000171094	ALK	TCGA-PRAD	19
ENSG00000169032	MAP2K1	TCGA-SKCM	19
ENSG00000168763	CNNM3	TCGA-STAD	19
ENSG00000167548	KMT2D	TCGA-GBM	19
ENSG00000167081	PBX3	TCGA-SARC	19
ENSG00000166501	PRKCB	TCGA-HNSC	19
ENSG00000163611	SPICE1	TCGA-SARC	19
ENSG00000160401	C9orf117	TCGA-LGG	19
ENSG00000153914	SREK1	TCGA-UCEC	19
ENSG00000153201	RANBP2	TCGA-LIHC	19
ENSG00000149311	ATM	TCGA-PAAD	19
ENSG00000144566	RAB5A	TCGA-STAD	19
ENSG00000141027	NCOR1	TCGA-PRAD	19
ENSG00000141027	NCOR1	TCGA-HNSC	19
ENSG00000141027	NCOR1	TCGA-BLCA	19
ENSG00000138074	SLC5A6	TCGA-UCEC	19
ENSG00000135446	CDK4	TCGA-SKCM	19
ENSG00000134905	CARS2	TCGA-SKCM	19
ENSG00000134250	NOTCH2	TCGA-PRAD	19
ENSG00000129474	AJUBA	TCGA-HNSC	19
ENSG00000126107	HECTD3	TCGA-HNSC	19
ENSG00000122779	TRIM24	TCGA-PRAD	19
ENSG00000122512	PMS2	TCGA-PRAD	19
ENSG00000119402	FBXW2	TCGA-PCPG	19
ENSG00000118058	KMT2A	TCGA-LIHC	19
ENSG00000117713	ARID1A	TCGA-COAD	19
ENSG00000116251	RPL22	TCGA-LIHC	19
ENSG00000115808	STRN	TCGA-PRAD	19
ENSG00000114354	TFG	TCGA-LIHC	19
ENSG00000109680	TBC1D19	TCGA-ESCA	19
ENSG00000108666	C17orf75	TCGA-SKCM	19
ENSG00000106049	HIBADH	TCGA-HNSC	19
ENSG00000105429	MEGF8	TCGA-SKCM	19
ENSG00000102974	CTCF	TCGA-HNSC	19
ENSG00000085224	ATRX	TCGA-GBM	19
ENSG00000079999	KEAP1	TCGA-LUSC	19
ENSG00000079150	FKBP7	TCGA-SARC	19
ENSG00000055609	KMT2C	TCGA-READ	19
ENSG00000049245	VAMP3	TCGA-STAD	19
ENSG00000036257	CUL3	TCGA-HNSC	19
ENSG00000267680	ZNF224	TCGA-HNSC	18
ENSG00000266028	SRGAP2	TCGA-SKCM	18
ENSG00000240891	PLCXD2	TCGA-LIHC	18
ENSG00000215301	DDX3X	TCGA-HNSC	18
ENSG00000206503	HLA-A	TCGA-HNSC	18
ENSG00000205420	KRT6A	TCGA-LIHC	18
ENSG00000189079	ARID2	TCGA-HNSC	18
ENSG00000187105	HEATR4	TCGA-SKCM	18
ENSG00000186765	FSCN2	TCGA-SKCM	18
ENSG00000182315	MBD3L3	TCGA-LIHC	18
ENSG00000182111	ZNF716	TCGA-HNSC	18
ENSG00000180611	MB21D2	TCGA-HNSC	18
ENSG00000180530	NRIP1	TCGA-PRAD	18
ENSG00000179002	TAS1R2	TCGA-LUSC	18
ENSG00000178691	SUZ12	TCGA-PRAD	18
ENSG00000177556	ATOX1	TCGA-TGCT	18
ENSG00000177084	POLE	TCGA-CESC	18
ENSG00000172667	ZMAT3	TCGA-SKCM	18
ENSG00000171865	RNASEH1	TCGA-KIRP	18
ENSG00000170075	GPR37L1	TCGA-STAD	18
ENSG00000170004	CHD3	TCGA-SKCM	18
ENSG00000169627	BOLA2B	TCGA-STAD	18
ENSG00000168566	SNRNP48	TCGA-LGG	18
ENSG00000168028	RPSA	TCGA-KIRP	18
ENSG00000167548	KMT2D	TCGA-HNSC	18
ENSG00000167258	CDK12	TCGA-SKCM	18
ENSG00000166710	B2M	TCGA-HNSC	18
ENSG00000166501	PRKCB	TCGA-STAD	18
ENSG00000165699	TSC1	TCGA-LIHC	18
ENSG00000165480	SKA3	TCGA-UVM	18
ENSG00000165323	FAT3	TCGA-SKCM	18
ENSG00000165323	FAT3	TCGA-HNSC	18
ENSG00000164609	SLU7	TCGA-LGG	18
ENSG00000163930	BAP1	TCGA-LIHC	18
ENSG00000163655	GMPS	TCGA-LIHC	18
ENSG00000163161	ERCC3	TCGA-SKCM	18
ENSG00000162927	PUS10	TCGA-CESC	18
ENSG00000162434	JAK1	TCGA-PRAD	18
ENSG00000161654	LSM12	TCGA-UCEC	18
ENSG00000157388	CACNA1D	TCGA-STAD	18
ENSG00000156482	RPL30	TCGA-UCEC	18
ENSG00000151552	QDPR	TCGA-SARC	18
ENSG00000149489	ROM1	TCGA-SARC	18
ENSG00000148136	OR13C4	TCGA-SARC	18
ENSG00000143862	ARL8A	TCGA-PCPG	18
ENSG00000143498	TAF1A	TCGA-UCS	18
ENSG00000142208	AKT1	TCGA-PRAD	18
ENSG00000142173	COL6A2	TCGA-SKCM	18
ENSG00000141867	BRD4	TCGA-PRAD	18
ENSG00000141510	TP53	TCGA-ACC	18
ENSG00000141200	KIF2B	TCGA-TGCT	18
ENSG00000140836	ZFHX3	TCGA-BLCA	18
ENSG00000139618	BRCA2	TCGA-PRAD	18
ENSG00000138115	CYP2C8	TCGA-SKCM	18
ENSG00000134215	VAV3	TCGA-STAD	18
ENSG00000133980	VRTN	TCGA-SARC	18
ENSG00000131055	COX4I2	TCGA-CESC	18
ENSG00000128422	KRT17	TCGA-LIHC	18
ENSG00000126603	GLIS2	TCGA-SARC	18
