GeneID	Gene name	TCGA cohort	p-value	p-value (corrected)
ENSG00000186603	HPDL	TCGA-THYM	6.00565415271323E-33	3.28375356065808E-27
ENSG00000172742	OR4D9	TCGA-THYM	1.98971312803318E-70	1.0879293750066E-64
ENSG00000103653	CSK	TCGA-THYM	1.51067546781393E-53	8.26002600264899E-48
ENSG00000109424	UCP1	TCGA-THYM	1.15115482640418E-70	6.29424982516797E-65
ENSG00000134138	MEIS2	TCGA-THYM	1.25083678801622E-60	6.83928786441146E-55
ENSG00000069329	VPS35	TCGA-THYM	6.96890188807853E-70	3.81043526765792E-64
ENSG00000152454	ZNF256	TCGA-THYM	2.17311410093435E-58	1.18820880876658E-52
ENSG00000188687	SLC4A5	TCGA-THYM	2.02264783022235E-85	1.10593731266549E-79
ENSG00000091136	LAMB1	TCGA-THYM	1.63136717315211E-68	8.91994048834593E-63
ENSG00000185104	FAF1	TCGA-THYM	5.68891704950593E-38	3.1105689975777E-32
ENSG00000163701	IL17RE	TCGA-THYM	5.19959055343567E-118	2.84301652403589E-112
ENSG00000177275	OR2AJ1	TCGA-THYM	1.6044087260583E-22	8.7725379000798E-17
ENSG00000137574	TGS1	TCGA-THYM	1.93705063454818E-64	1.05913473480635E-58
ENSG00000160233	LRRC3	TCGA-THYM	3.83974237372816E-50	2.09948281587996E-44
ENSG00000157514	TSC22D3	TCGA-THYM	3.1359325877229E-41	1.71465581251736E-35
ENSG00000139133	ALG10	TCGA-THYM	1.20262770924577E-13	6.57569170978273E-08
ENSG00000117859	OSBPL9	TCGA-THYM	1.04477654745617E-49	5.71259786288442E-44
ENSG00000189306	RRP7A	TCGA-THYM	2.96033411358457E-20	1.61864260562343E-14
ENSG00000221946	FXYD7	TCGA-THYM	4.22286088026807E-77	2.30896320353034E-71
ENSG00000131398	KCNC3	TCGA-THYM	1.88872731182442E-78	1.03271265337742E-72
ENSG00000143631	FLG	TCGA-THYM	5.15935622822768E-62	2.82101732040165E-56
ENSG00000186844	LCE1A	TCGA-THYM	1.0008352883283E-78	5.47233716446281E-73
ENSG00000113384	GOLPH3	TCGA-LIHC	3.51294295863946E-12	1.92079641209601E-06
ENSG00000113384	GOLPH3	TCGA-THYM	1.88365533264631E-20	1.02993941181835E-14
ENSG00000127586	CHTF18	TCGA-THYM	1.90703414973369E-27	1.04272241128894E-21
ENSG00000174917	C19orf70	TCGA-THYM	7.30068119060947E-64	3.99184455935788E-58
ENSG00000156413	FUT6	TCGA-THYM	9.29552898265528E-48	5.08258145054931E-42
ENSG00000124160	NCOA5	TCGA-THYM	8.41942067427721E-45	4.60354557801927E-39
ENSG00000189144	ZNF573	TCGA-THYM	1.40693619878023E-43	7.69280353960458E-38
ENSG00000088833	NSFL1C	TCGA-THYM	1.00955067525261E-77	5.51999089562598E-72
ENSG00000102241	HTATSF1	TCGA-THYM	5.10202024086834E-70	2.78966732124127E-64
ENSG00000239382	ALKBH6	TCGA-THYM	4.70215788150425E-67	2.57103177997525E-61
ENSG00000157326	DHRS4	TCGA-THYM	3.27864567434352E-96	1.79268804588053E-90
ENSG00000184465	WDR27	TCGA-LIHC	7.72875950282054E-09	0.004225907934673710
ENSG00000159164	SV2A	TCGA-THYM	1.06000071728754E-65	5.79584012196327E-60
ENSG00000163312	HELQ	TCGA-THYM	2.01204318090052E-67	1.10013893432324E-61
ENSG00000165417	GTF2A1	TCGA-THYM	1.27450885498319E-70	6.96872128201141E-65
ENSG00000184489	PTP4A3	TCGA-THYM	1.7809522950859E-55	9.73783753050184E-50
ENSG00000147381	MAGEA4	TCGA-THYM	2.6924201975531E-19	1.47215343835749E-13
ENSG00000152137	HSPB8	TCGA-THYM	5.93072235758998E-38	3.24278257851597E-32
ENSG00000162836	ACP6	TCGA-THYM	7.00797045265165E-111	3.83179706018951E-105
ENSG00000132692	BCAN	TCGA-THYM	1.33155520221614E-20	7.28063758802133E-15
ENSG00000171517	LPAR3	TCGA-THYM	3.24356572441093E-59	1.77350713609623E-53
ENSG00000196199	MPHOSPH8	TCGA-THYM	4.64141049796426E-19	2.5378165078454E-13
ENSG00000185761	ADAMTSL5	TCGA-THYM	8.74812322155E-70	4.78327257070944E-64
ENSG00000118961	C2orf43	TCGA-THYM	8.03209859192471E-11	4.39176677179682E-05
ENSG00000203989	RHOXF2B	TCGA-THYM	5.63637574528127E-10	3.08184062087766E-04
ENSG00000100842	EFS	TCGA-THYM	1.31358086095875E-60	7.18235802412444E-55
ENSG00000089154	GCN1L1	TCGA-THYM	5.0460952105272E-14	2.75908880092643E-08
ENSG00000119801	YPEL5	TCGA-THYM	7.57792856009175E-33	4.14343704430128E-27
ENSG00000135577	NMBR	TCGA-THYM	4.58098024221351E-92	2.50477463389678E-86
ENSG00000166823	MESP1	TCGA-THYM	7.79007257955359E-65	4.25943251483057E-59
ENSG00000103528	SYT17	TCGA-THYM	2.59206671559608E-60	1.41728246255348E-54
ENSG00000090273	NUDC	TCGA-THYM	9.76351730108641E-52	5.33846669933612E-46
ENSG00000113645	WWC1	TCGA-THYM	1.19592613115041E-65	6.53904902212027E-60
ENSG00000126775	ATG14	TCGA-THYM	1.59345569661992E-53	8.7126492543075E-48
ENSG00000124702	KLHDC3	TCGA-THYM	2.25027465888511E-65	1.23039842716122E-59
ENSG00000141452	C18orf8	TCGA-THYM	5.54908178974834E-77	3.03411029375323E-71
ENSG00000169174	PCSK9	TCGA-THYM	8.71983632048194E-77	4.76780594380416E-71
ENSG00000134444	KIAA1468	TCGA-THYM	1.40723936740457E-11	7.69446119591368E-06
ENSG00000156564	LRFN2	TCGA-THYM	3.85832588554013E-59	2.10964385271798E-53
ENSG00000105778	AVL9	TCGA-THYM	2.49286789009828E-67	1.36304282634427E-61
ENSG00000196468	FGF16	TCGA-THYM	1.5438466404318E-96	8.44139834515379E-91
ENSG00000163220	S100A9	TCGA-THYM	4.77652566522658E-40	2.61169437365559E-34
ENSG00000197901	SLC22A6	TCGA-THYM	1.12682247806423E-08	0.00616120614088527
ENSG00000112655	PTK7	TCGA-THYM	1.03815058268644E-70	5.67636861149542E-65
ENSG00000167749	KLK4	TCGA-THYM	3.37907292243513E-31	1.84759935531031E-25
ENSG00000107833	NPM3	TCGA-THYM	1.10488833341297E-50	6.04127528278541E-45
ENSG00000147697	GSDMC	TCGA-THYM	5.38543224317438E-50	2.94463048562616E-44
ENSG00000066557	LRRC40	TCGA-THYM	8.03943744197828E-78	4.39577948621256E-72
ENSG00000186188	FFAR4	TCGA-THYM	2.81909286560761E-66	1.54141513977833E-60
ENSG00000188581	KRTAP1-1	TCGA-THYM	4.73615051546218E-52	2.58961817039287E-46
ENSG00000105374	NKG7	TCGA-THYM	5.25713038798675E-27	2.87447798215223E-21
ENSG00000176533	GNG7	TCGA-THYM	1.47048484999605E-61	8.04027294826292E-56
ENSG00000156427	FGF18	TCGA-THYM	2.71731017944398E-80	1.48576270798584E-74
ENSG00000119396	RAB14	TCGA-THYM	9.00766617956956E-16	4.92518469066651E-10
ENSG00000168175	MAPK1IP1L	TCGA-THYM	3.23938389884442E-73	1.77122061005845E-67
ENSG00000157933	SKI	TCGA-THYM	4.66526504507159E-46	2.55085962554911E-40
ENSG00000140451	PIF1	TCGA-THYM	9.38797069566282E-29	5.13312645306243E-23
ENSG00000158467	AHCYL2	TCGA-THYM	2.02425806467138E-21	1.10681775182682E-15
ENSG00000073861	TBX21	TCGA-THYM	4.11510271636004E-80	2.25004351794319E-74
ENSG00000205923	CEMP1	TCGA-THYM	2.04561160855853E-21	1.11849337849281E-15
ENSG00000113262	GRM6	TCGA-THYM	6.7648639546846E-65	3.69887201855058E-59
ENSG00000198585	NUDT16	TCGA-THYM	1.80726759527866E-11	9.88172353943682E-06
ENSG00000166260	COX11	TCGA-THYM	4.46218377749622E-49	2.43981945930805E-43
ENSG00000164221	CCDC112	TCGA-THYM	1.14306735937817E-09	6.2500294155872E-04
ENSG00000180667	YOD1	TCGA-THYM	2.22559256374393E-19	1.21690282522621E-13
ENSG00000197599	CCDC154	TCGA-THYM	5.79909571045229E-48	3.17081215527397E-42
ENSG00000178149	DALRD3	TCGA-THYM	1.39665999213073E-67	7.63661560517266E-62
ENSG00000152484	USP12	TCGA-THYM	3.55449668643978E-54	1.94351703472148E-48
ENSG00000186471	AKAP14	TCGA-THYM	5.57061367682742E-73	3.04588343437467E-67
ENSG00000235268	KDM4E	TCGA-THYM	9.87591393509178E-65	5.39992259368768E-59
ENSG00000127083	OMD	TCGA-THYM	7.77618968712706E-58	4.25184166855827E-52
ENSG00000186010	NDUFA13	TCGA-THYM	1.09783852033762E-12	6.00272852634642E-07
ENSG00000128578	STRIP2	TCGA-THYM	2.1402684318189E-70	1.17024955234464E-64
ENSG00000117479	SLC19A2	TCGA-THYM	7.02172664688867E-63	3.83931863080585E-57
ENSG00000089639	GMIP	TCGA-THYM	2.1889737964644E-09	0.001196880525509420
ENSG00000184445	KNTC1	TCGA-THYM	4.31080449109656E-14	2.35704874722831E-08
ENSG00000110931	CAMKK2	TCGA-THYM	5.46732470955722E-77	2.98940740271757E-71
ENSG00000198171	DDRGK1	TCGA-THYM	2.47822350298719E-32	1.35503561229283E-26
ENSG00000171459	OR1L6	TCGA-THYM	1.05656066343206E-22	5.7770306986939E-17
ENSG00000121207	LRAT	TCGA-THYM	7.64842571821024E-59	4.18198326892584E-53
ENSG00000167216	KATNAL2	TCGA-THYM	5.38647115814549E-53	2.94519854043732E-47
ENSG00000130305	NSUN5	TCGA-THYM	5.79384931388163E-12	3.16794354629625E-06
ENSG00000115841	RMDN2	TCGA-THYM	2.72161746076021E-32	1.48811783034209E-26
ENSG00000188992	LIPI	TCGA-THYM	3.23557061188639E-15	1.7691355924554E-09
ENSG00000076706	MCAM	TCGA-THYM	1.0122708536576E-91	5.5348642055034E-86
ENSG00000085377	PREP	TCGA-THYM	1.32062330110812E-54	7.22086446709995E-49
ENSG00000198353	HOXC4	TCGA-THYM	4.28586962307593E-79	2.34341493489659E-73
ENSG00000169715	MT1E	TCGA-THYM	3.71833509908349E-29	2.03310011047157E-23
ENSG00000118785	SPP1	TCGA-THYM	9.34179997879138E-21	5.10788136700361E-15
ENSG00000153395	LPCAT1	TCGA-THYM	1.06174975841226E-08	0.005805403476553780
ENSG00000025770	NCAPH2	TCGA-THYM	9.96716372298632E-79	5.44981587896329E-73
ENSG00000167770	OTUB1	TCGA-THYM	5.76123853951697E-52	3.15011272492147E-46
ENSG00000135164	DMTF1	TCGA-THYM	1.36764229746346E-42	7.47795352480176E-37
ENSG00000121446	RGSL1	TCGA-THYM	7.29950130915126E-52	3.9911994273138E-46
ENSG00000181666	HKR1	TCGA-THYM	3.13112223600838E-21	1.71202562283795E-15
ENSG00000157219	HTR5A	TCGA-THYM	3.32318737718759E-76	1.8170424245365E-70
ENSG00000115295	CLIP4	TCGA-THYM	8.52019782310634E-67	4.65864820512462E-61
ENSG00000039987	BEST2	TCGA-THYM	1.61479489087385E-50	8.8293270604733E-45
ENSG00000115297	TLX2	TCGA-THYM	4.45791638889247E-28	2.43748614936946E-22
ENSG00000084070	SMAP2	TCGA-THYM	4.16440944303013E-09	0.002277003302031690
ENSG00000108587	GOSR1	TCGA-THYM	1.37844085346485E-74	7.53699754534949E-69
ENSG00000147036	LANCL3	TCGA-THYM	7.51758039425648E-74	4.11044005523038E-68
ENSG00000198130	HIBCH	TCGA-COAD	1.24322218903363E-08	0.006797652988532400
ENSG00000110321	EIF4G2	TCGA-THYM	2.55969147236418E-45	1.39958042418487E-39
ENSG00000136237	RAPGEF5	TCGA-THYM	1.84475284199406E-56	1.00866842468699E-50
ENSG00000103227	LMF1	TCGA-THYM	4.97701411016018E-99	2.72131684411105E-93
ENSG00000188725	SMIM15	TCGA-THYM	2.45285868295795E-123	1.3411667120917E-117
ENSG00000177464	GPR4	TCGA-THYM	4.07919313262999E-86	2.23040898348003E-80
ENSG00000143337	TOR1AIP1	TCGA-THYM	1.43481298709007E-42	7.84522740642146E-37
ENSG00000164304	CAGE1	TCGA-THYM	1.09649735581411E-76	5.99539534719972E-71
ENSG00000126581	BECN1	TCGA-THYM	1.03649971343664E-72	5.66734203813744E-67
ENSG00000198087	CD2AP	TCGA-THYM	7.35220190942256E-64	4.02001490342834E-58
ENSG00000164591	MYOZ3	TCGA-THYM	3.55116804356473E-33	1.94169700935619E-27
ENSG00000173762	CD7	TCGA-THYM	8.18901186685264E-70	4.47756334152209E-64
ENSG00000149435	GGTLC1	TCGA-THYM	4.98253021353907E-71	2.72433292256825E-65
ENSG00000138755	CXCL9	TCGA-THYM	4.76374289463758E-93	2.60470504870125E-87
ENSG00000183255	PTTG1IP	TCGA-THYM	7.60182551779069E-80	4.15650335114104E-74
ENSG00000142082	SIRT3	TCGA-THYM	7.40270639424428E-46	4.04762959412571E-40
ENSG00000140326	CDAN1	TCGA-THYM	8.88420052503539E-69	4.85767651047727E-63
ENSG00000115526	CHST10	TCGA-THYM	1.9219420437006E-69	1.05087370482848E-63
ENSG00000171049	FPR2	TCGA-THYM	3.97856481768869E-26	2.17538773532137E-20
ENSG00000090565	RAB11FIP3	TCGA-THYM	8.52452623030211E-61	4.6610148786259E-55
ENSG00000011052	NME2	TCGA-THYM	3.70386872024013E-21	2.02519022724674E-15
ENSG00000165632	TAF3	TCGA-THYM	9.01658836972343E-73	4.93006313903227E-67
ENSG00000141446	ESCO1	TCGA-THYM	1.73449807728791E-109	9.48383655205254E-104
ENSG00000160145	KALRN	TCGA-THYM	1.51159502584949E-48	8.26505393448904E-43
ENSG00000178928	TPRX1	TCGA-THYM	1.67707057405222E-83	9.16983617268551E-78
ENSG00000116489	CAPZA1	TCGA-THYM	5.45490953834113E-46	2.98261907264555E-40
ENSG00000143157	POGK	TCGA-THYM	1.86587919398707E-27	1.02021982805067E-21
ENSG00000169340	PDILT	TCGA-THYM	2.45602702548428E-73	1.34289908891322E-67
ENSG00000180900	SCRIB	TCGA-THYM	3.13782125856978E-99	1.71568849429701E-93
ENSG00000023228	NDUFS1	TCGA-THYM	3.94251496395029E-73	2.15567650444385E-67
ENSG00000168040	FADD	TCGA-THYM	3.23239857735516E-10	1.76740119693052E-04
ENSG00000129221	AIPL1	TCGA-THYM	1.71328527825733E-77	9.36784984589709E-72
ENSG00000108479	GALK1	TCGA-THYM	1.01319475938219E-81	5.53991590950716E-76
ENSG00000164053	ATRIP	TCGA-THYM	8.92111985036855E-80	4.87786314842497E-74
ENSG00000106541	AGR2	TCGA-THYM	2.01206353222058E-61	1.10015006195697E-55
ENSG00000156261	CCT8	TCGA-THYM	1.18563704315968E-73	6.48279065547718E-68
ENSG00000239900	ADSL	TCGA-THYM	2.91579164931585E-80	1.59428781063798E-74
ENSG00000010319	SEMA3G	TCGA-THYM	6.33766494654509E-68	3.46528942647708E-62
ENSG00000181019	NQO1	TCGA-THYM	6.35838723633732E-73	3.47661989792281E-67
ENSG00000103723	AP3B2	TCGA-THYM	4.22938194828112E-19	2.31252877353531E-13
ENSG00000213397	HAUS7	TCGA-THYM	2.45713790436963E-49	1.34350649193751E-43
ENSG00000170889	RPS9	TCGA-THCA	2.85292188156373E-09	0.001559912067635770
ENSG00000170889	RPS9	TCGA-THYM	7.86165595032026E-78	4.29857265554826E-72
ENSG00000141378	PTRH2	TCGA-THYM	2.89360201170362E-28	1.58215502715327E-22
ENSG00000152154	TMEM178A	TCGA-THYM	2.18189436677952E-42	1.19300965618461E-36
ENSG00000184155	OR10J5	TCGA-THYM	7.59188882172418E-37	4.15107019427588E-31
ENSG00000186074	CD300LF	TCGA-THYM	2.93088358379172E-26	1.60253973329488E-20
ENSG00000102763	VWA8	TCGA-THYM	4.08658966410855E-98	2.23445323677228E-92
ENSG00000155380	SLC16A1	TCGA-THYM	1.91550468323208E-11	1.04735390418359E-05
ENSG00000089289	IGBP1	TCGA-THYM	2.59705454824214E-61	1.4200096947242E-55
ENSG00000120158	RCL1	TCGA-THYM	6.29778310511417E-76	3.44348295286501E-70
ENSG00000222009	BTBD19	TCGA-THYM	4.36867744487893E-54	2.38869234727857E-48
ENSG00000178301	AQP11	TCGA-THYM	8.67415559351411E-27	4.74282877295487E-21
ENSG00000183269	OR52E8	TCGA-THYM	5.4631567476743E-116	2.98712845702311E-110
ENSG00000048740	CELF2	TCGA-THYM	2.752680364576E-09	0.0015051023117017700
ENSG00000176928	GCNT4	TCGA-THYM	2.28922505566691E-14	1.25169560826239E-08
ENSG00000134759	ELP2	TCGA-THYM	6.71845273372773E-57	3.67349543038945E-51
ENSG00000144837	PLA1A	TCGA-THYM	1.56388586141485E-65	8.55096819646826E-60
ENSG00000090659	CD209	TCGA-THYM	1.3586346453357E-71	7.42870175472718E-66
ENSG00000141179	PCTP	TCGA-THYM	2.38977559187142E-60	1.30667432879668E-54
ENSG00000183873	SCN5A	TCGA-THYM	3.27897490895588E-71	1.79286806379417E-65
ENSG00000064102	ASUN	TCGA-THYM	1.19486504966319E-115	6.53324727259688E-110
ENSG00000140398	NEIL1	TCGA-THYM	2.44985759414961E-73	1.33952578575634E-67
ENSG00000204179	PTPN20A	TCGA-THYM	2.64457384772597E-46	1.44599215473806E-40
ENSG00000115946	PNO1	TCGA-THYM	2.99501133507505E-38	1.63760331275833E-32
ENSG00000242362	CT47A2	TCGA-THYM	8.38923917067397E-74	4.5870430260236E-68
ENSG00000125629	INSIG2	TCGA-THYM	4.32654462110767E-35	2.36565508829539E-29
ENSG00000183780	SLC35F3	TCGA-THYM	5.47003707820802E-11	2.99089046351135E-05
ENSG00000035664	DAPK2	TCGA-THYM	1.06173580835146E-15	5.80532720082988E-10
ENSG00000148814	LRRC27	TCGA-THYM	1.3979746690488E-101	7.64380395618495E-96
ENSG00000170043	TRAPPC1	TCGA-THYM	9.01350863747948E-88	4.92837921227512E-82
ENSG00000196739	COL27A1	TCGA-THYM	2.04651624697941E-29	1.11898801397466E-23
ENSG00000181616	OR52H1	TCGA-THYM	5.87614204001897E-23	3.21293931621545E-17
ENSG00000145365	TIFA	TCGA-THYM	6.8745357268764E-72	3.7588380211343E-66
ENSG00000156218	ADAMTSL3	TCGA-THYM	6.70967818252538E-76	3.66869770760668E-70
ENSG00000168152	THAP9	TCGA-THYM	5.86560852770828E-70	3.20717983395475E-64
ENSG00000110841	PPFIBP1	TCGA-THYM	6.72506110103783E-49	3.67710873364216E-43
ENSG00000171402	XAGE3	TCGA-THYM	1.15927560880554E-44	6.33865239555866E-39
ENSG00000103187	COTL1	TCGA-THYM	1.67471199346733E-55	9.15693999652087E-50
ENSG00000168672	FAM84B	TCGA-THYM	8.09439242728751E-23	4.42582760821498E-17
ENSG00000206535	LNP1	TCGA-THYM	3.04966217233325E-74	1.66748513360186E-68
ENSG00000162004	CCDC78	TCGA-THYM	1.25887235341772E-77	6.88322448784681E-72
ENSG00000147509	RGS20	TCGA-THYM	3.02158411294254E-115	1.65213269652238E-109
ENSG00000185479	KRT6B	TCGA-THYM	1.41927146504615E-64	7.76024993843538E-59
ENSG00000198746	GPATCH3	TCGA-THYM	3.40659283127326E-54	1.8626466085051E-48
ENSG00000175073	VCPIP1	TCGA-THYM	1.98031711169222E-54	1.08279184937974E-48
ENSG00000004939	SLC4A1	TCGA-THYM	1.03195605362796E-63	5.64249835134536E-58
ENSG00000171621	SPSB1	TCGA-THYM	1.18117370146626E-77	6.45838612966617E-72
ENSG00000170819	BFSP2	TCGA-THYM	8.30884932376159E-78	4.54308770669839E-72
ENSG00000160013	PTGIR	TCGA-THYM	1.81540595578621E-11	9.92622222286917E-06
ENSG00000182521	TBPL2	TCGA-THYM	3.72106466207948E-65	2.03459257273783E-59
ENSG00000171772	SYCE1	TCGA-THYM	8.91622749038778E-62	4.87518811851176E-56
ENSG00000162650	ATXN7L2	TCGA-THYM	1.40471610918187E-74	7.68066460030133E-69
ENSG00000160221	C21orf33	TCGA-THYM	2.19035864898273E-65	1.19763773101483E-59
ENSG00000150455	TIRAP	TCGA-THYM	1.11046116071481E-37	6.0717462207216E-32
ENSG00000135709	KIAA0513	TCGA-THYM	1.51280991227256E-52	8.27169665402653E-47
ENSG00000149295	DRD2	TCGA-THYM	1.81250479844945E-73	9.91035936181795E-68
ENSG00000117791	MARC2	TCGA-THYM	2.47637337644035E-13	1.35402400564993E-07
ENSG00000173546	CSPG4	TCGA-THYM	7.9981660846692E-72	4.37321325727717E-66
ENSG00000140876	NUDT7	TCGA-THYM	4.0939919954471E-33	2.23850066129458E-27
ENSG00000180785	OR51E1	TCGA-THYM	5.46242287404488E-59	2.98672719180163E-53
ENSG00000162735	PEX19	TCGA-THYM	1.58561762462156E-44	8.66979247937703E-39
ENSG00000144306	SCRN3	TCGA-THYM	1.54108634452602E-34	8.42630568200905E-29
ENSG00000158691	ZSCAN12	TCGA-THYM	1.27510038514018E-49	6.97195563285791E-44
ENSG00000180758	GPR157	TCGA-THYM	4.62732899554337E-38	2.53011706619622E-32
ENSG00000176974	SHMT1	TCGA-THYM	2.34493294803198E-31	1.28215540252608E-25
ENSG00000182916	TCEAL7	TCGA-THYM	1.31693043643908E-96	7.20067273244851E-91
ENSG00000197403	OR6N1	TCGA-THYM	3.10680274423042E-105	1.69872828408208E-99
ENSG00000111615	KRR1	TCGA-THYM	1.632032499222E-55	8.92357833827108E-50
ENSG00000180263	FGD6	TCGA-THYM	5.52966056773811E-41	3.02349121624614E-35
ENSG00000180263	FGD6	TCGA-KIRP	5.47146962801865E-08	0.029916737487991500
ENSG00000197249	SERPINA1	TCGA-THYM	7.73726973683209E-08	0.042305611348958400
ENSG00000136709	WDR33	TCGA-THYM	7.2135745166135E-08	0.0394421663347038
ENSG00000148730	EIF4EBP2	TCGA-THYM	3.66763872563957E-79	2.00538049948903E-73
ENSG00000122484	RPAP2	TCGA-THYM	9.03916374736103E-32	4.94240683629082E-26
ENSG00000142748	FCN3	TCGA-THYM	5.62995492172467E-33	3.07832986223585E-27
ENSG00000173801	JUP	TCGA-THYM	3.16589707467785E-39	1.73103970480113E-33
ENSG00000164900	GBX1	TCGA-THYM	1.79715225435544E-71	9.82641518179703E-66
ENSG00000171944	OR52A5	TCGA-THYM	1.76873835842436E-97	9.67105453404199E-92
ENSG00000085365	SCAMP1	TCGA-THYM	3.13478271892919E-67	1.71402709070795E-61
ENSG00000167380	ZNF226	TCGA-THYM	4.28822725116853E-20	2.34470403171218E-14
ENSG00000140521	POLG	TCGA-THYM	1.31838502925331E-56	7.20862611140037E-51
ENSG00000156466	GDF6	TCGA-THYM	1.59841903428433E-72	8.73978764308881E-67
ENSG00000132024	CC2D1A	TCGA-THYM	4.22560794013328E-11	2.31046523268226E-05
ENSG00000187257	RSBN1L	TCGA-THYM	1.70497561287462E-41	9.32241450680748E-36
ENSG00000197965	MPZL1	TCGA-THYM	8.13736747146133E-10	4.44932537394321E-04
ENSG00000158525	CPA5	TCGA-THYM	1.09202434970463E-82	5.97093797858449E-77
ENSG00000213416	KRTAP4-12	TCGA-THYM	3.51771774869336E-60	1.92340715747731E-54
ENSG00000124251	TP53TG5	TCGA-THYM	6.12008982121444E-78	3.34632435217417E-72
ENSG00000003756	RBM5	TCGA-THYM	8.99788458933935E-63	4.9198363421052E-57
ENSG00000149564	ESAM	TCGA-THYM	3.38472434232553E-61	1.85068942172373E-55
ENSG00000178222	RNF212	TCGA-THYM	1.72180440717528E-57	9.41443048342078E-52
ENSG00000241644	INMT	TCGA-THYM	2.52209560618778E-75	1.37902386926453E-69
ENSG00000139410	SDSL	TCGA-THYM	8.7210030197886E-75	4.76844386815095E-69
ENSG00000126226	PCID2	TCGA-THYM	2.55223276478297E-37	1.39550217442974E-31
ENSG00000180264	GPR144	TCGA-THYM	2.88767523264241E-09	0.0015789144006785200
ENSG00000134107	BHLHE40	TCGA-THYM	9.3978773756895E-58	5.13854319784738E-52
ENSG00000168434	COG7	TCGA-THYM	1.66033064846135E-75	9.07830610973751E-70
ENSG00000204574	ABCF1	TCGA-THYM	7.34991356720906E-49	4.01876369053787E-43
ENSG00000087502	ERGIC2	TCGA-THYM	1.01038077148115E-09	5.52452967088151E-04
ENSG00000180902	D2HGDH	TCGA-THYM	2.1036640521365E-89	1.15023511943504E-83
ENSG00000178764	ZHX2	TCGA-THYM	1.48025610702064E-47	8.09369993428423E-42
ENSG00000215009	ACSM4	TCGA-THYM	4.60869055329067E-71	2.51992599465661E-65
ENSG00000100351	GRAP2	TCGA-THYM	2.46451821205612E-65	1.34754187443341E-59
ENSG00000120217	CD274	TCGA-THYM	7.93391723143154E-68	4.33808346205044E-62
ENSG00000198369	SPRED2	TCGA-THYM	1.9403342664663E-38	1.06093014921564E-32
ENSG00000144460	NYAP2	TCGA-THYM	3.71882406997397E-61	2.03336746850816E-55
ENSG00000076067	RBMS2	TCGA-THYM	1.68574860491751E-59	9.21728564950983E-54
ENSG00000178919	FOXE1	TCGA-THYM	1.71168654933951E-27	9.35910836388211E-22
ENSG00000163660	CCNL1	TCGA-THYM	3.95432198002408E-37	2.16213230927163E-31
ENSG00000102967	DHODH	TCGA-THYM	4.08422309343509E-59	2.23315925035916E-53
ENSG00000221989	OR2A2	TCGA-THYM	7.74318760481905E-51	4.23379688900014E-45
ENSG00000164916	FOXK1	TCGA-THYM	8.07911563997828E-45	4.4174746122804E-39
ENSG00000148288	GBGT1	TCGA-THYM	2.59424086967673E-08	0.014184712399992300
ENSG00000072682	P4HA2	TCGA-THYM	7.97868465042173E-79	4.36256125710364E-73
ENSG00000184210	DGAT2L6	TCGA-THYM	5.42259590457691E-09	0.00296495072091685
ENSG00000179542	SLITRK4	TCGA-THYM	3.42074500945882E-72	1.87038469403686E-66
ENSG00000129988	LBP	TCGA-THYM	1.1677116287518E-35	6.38477861234022E-30
ENSG00000258227	CLEC5A	TCGA-THYM	2.70059985000522E-64	1.4766258841863E-58
ENSG00000171396	KRTAP4-4	TCGA-THYM	5.55575012122912E-11	3.03775638403529E-05
ENSG00000102854	MSLN	TCGA-THYM	1.39555676963045E-50	7.63058343828231E-45
ENSG00000116761	CTH	TCGA-THYM	1.10128253704538E-76	6.02155961758062E-71
ENSG00000116350	SRSF4	TCGA-THYM	1.1322605658494E-43	6.19094035413439E-38
ENSG00000068745	IP6K2	TCGA-THYM	2.99500252493818E-129	1.63759849557812E-123
ENSG00000120008	WDR11	TCGA-THYM	2.58237712655645E-74	1.41198441812715E-68
ENSG00000117308	GALE	TCGA-THYM	3.18369866225353E-31	1.740773203451E-25
ENSG00000072201	LNX1	TCGA-THYM	1.11307475788425E-71	6.08603676891674E-66
ENSG00000090674	MCOLN1	TCGA-THYM	9.94251641386056E-41	5.43633929722143E-35
ENSG00000163132	MSX1	TCGA-THYM	2.94023339580112E-76	1.60765199545595E-70
ENSG00000108830	RND2	TCGA-THYM	1.8479357706909E-70	1.01040877689106E-64
ENSG00000109536	FRG1	TCGA-THYM	5.30941974796457E-13	2.90306860153282E-07
ENSG00000263155	MYZAP	TCGA-THYM	5.36263314774887E-72	2.93216446462668E-66
ENSG00000132300	PTCD3	TCGA-THYM	3.03094913381797E-75	1.65725327454159E-69
ENSG00000187105	HEATR4	TCGA-THYM	1.16569461985481E-67	6.37375007160356E-62
ENSG00000163026	C2orf44	TCGA-THYM	4.15033691817577E-39	2.26930876910939E-33
ENSG00000120727	PAIP2	TCGA-THYM	3.14520880164476E-94	1.71972783293691E-88
ENSG00000158528	PPP1R9A	TCGA-THYM	3.39491433883575E-84	1.85626107744559E-78
ENSG00000224051	GLTPD1	TCGA-THYM	1.02362377347656E-76	5.59693935990194E-71
